"CityServiceValcon, LLC (CSV)",,,,,,,,,,,
,,,,,,,,,,,
"Customer/
Invoice
Number",Invoice,Due,unk,Invoice Amount,Discount Amount,Invoice Balance,TransType,TransDate, TransAmount ,"Check
Number/Type","Deposit
Date"
0873090-IN,8/4/2025,9/10/2025,1/0/1900,100.00-,0.00,100.00-,INV,8/4/2025, (100.00),,
0880165-IN,9/2/2025,10/10/2025,1/0/1900,100.00-,0.00,100.00-,INV,9/2/2025, (100.00),,
0887792-IN,10/3/2025,11/10/2025,1/0/1900,100.00-,0.00,100.00-,INV,10/3/2025, (100.00),,
Customer 0098369 Totals:,,,,700.00-,0.00,685.94-,,, (685.94),,
0098371 Westwind Ranch,,,,,,,,,,,
H78271I-IN,10/11/2025,11/10/2025,1/0/1900,15.43,0.00,15.43,INV,10/12/2025, 15.43 ,,
Customer 0098371 Totals:,,,,15.43,0.00,15.43,,, 15.43 ,,
"0098373 Kenneth Wheeler, Sr.",,,,,,,,,,,
H06888P-IN,6/29/2023,7/29/2023,1/0/1900,47.32-,0.00,47.32-,INV,6/30/2023, (47.32),,
Customer 0098373 Totals:,,,,47.32-,0.00,47.32-,,, (47.32),,
"0098374 Ken Wheeler, Jr.",,,,,,,,,,,
H75100I-IN,9/2/2025,10/10/2025,1/0/1900,54.95,0.00,54.95,INV,9/7/2025, 54.95 ,,
H75240I-IN,9/3/2025,10/10/2025,1/0/1900,19.30,0.00,19.30,INV,9/7/2025, 19.30 ,,
H75473I-IN,9/6/2025,10/10/2025,1/0/1900,196.57,0.00,196.57,INV,9/7/2025, 196.57 ,,
H76277I-IN,9/17/2025,10/10/2025,1/0/1900,13.57,0.00,13.57,INV,9/21/2025, 13.57 ,,
H76340I-IN,9/17/2025,10/10/2025,1/0/1900,4.29,0.00,4.29,INV,9/21/2025, 4.29 ,,
H76460I-IN,9/19/2025,10/10/2025,1/0/1900,39.89,0.00,39.89,INV,9/21/2025, 39.89 ,,
H76538I-IN,9/20/2025,10/10/2025,1/0/1900,32.80,0.00,32.80,INV,9/21/2025, 32.80 ,,
H76645I-IN,9/22/2025,10/10/2025,1/0/1900,7.29,0.00,7.29,INV,9/28/2025, 7.29 ,,
H76796I-IN,9/23/2025,10/10/2025,1/0/1900,13.99,0.00,13.99,INV,9/28/2025, 13.99 ,,
H77369I-IN,9/30/2025,10/10/2025,1/0/1900,58.18,0.00,58.18,INV,9/30/2025, 58.18 ,,
H77621I-IN,10/3/2025,11/10/2025,1/0/1900,129.59,0.00,129.59,INV,10/5/2025, 129.59 ,,
H77686I-IN,10/4/2025,11/10/2025,1/0/1900,2.29,0.00,2.29,INV,10/5/2025, 2.29 ,,
H77893I-IN,10/6/2025,11/10/2025,1/0/1900,10.47,0.00,10.47,INV,10/12/2025, 10.47 ,,
H78156I-IN,10/9/2025,11/10/2025,1/0/1900,2.40,0.00,2.40,INV,10/12/2025, 2.40 ,,
H78179I-IN,10/10/2025,11/10/2025,1/0/1900,16.24,0.00,16.24,INV,10/12/2025, 16.24 ,,
Customer 0098374 Totals:,,,,601.82,0.00,601.82,,, 601.82 ,,
0098375 Robert White,,,,,,,,,,,
0101325-PP,10/14/2025,10/14/2025,1/0/1900,72.50-,0.00,72.50-,PRE,10/14/2025, (72.50),4426,10/14/2025
S346163-IN,10/13/2025,11/10/2025,1/0/1900,72.50,0.00,72.50,INV,10/14/2025, 72.50 ,,
Customer 0098375 Totals:,,,,0.00,0.00,0.00,,, -   ,,
"0098376 White Acre, Inc.",,,,,,,,,,,
0888125-IN,10/7/2025,11/10/2025,1/0/1900,"6,600.00",0.00,"6,600.00",INV,10/7/2025," 6,600.00 ",,
S346161-IN,10/13/2025,11/10/2025,1/0/1900,84.10,0.00,84.10,INV,10/14/2025, 84.10 ,,
S346162-IN,10/13/2025,11/10/2025,1/0/1900,30.45,0.00,30.45,INV,10/14/2025, 30.45 ,,
S346164-IN,10/13/2025,11/10/2025,1/0/1900,26.10,0.00,26.10,INV,10/14/2025, 26.10 ,,
W26573R-DM,10/14/2025,11/10/2025,1/0/1900,60.00,0.00,60.00,D/M,10/15/2025, 60.00 ,,
Customer 0098376 Totals:,,,,"6,800.65",0.00,"6,800.65",,," 6,800.65 ",,
0098377 Brian White,,,,,,,,,,,
0101325-PP,10/14/2025,10/14/2025,1/0/1900,174.00-,0.00,174.00-,PRE,10/14/2025, (174.00),4426,10/14/2025
S346160-IN,10/13/2025,11/10/2025,1/0/1900,174.00,0.00,174.00,INV,10/14/2025, 174.00 ,,
W265729-IN,10/13/2025,11/10/2025,1/0/1900,60.00,0.00,60.00,INV,10/14/2025, 60.00 ,,
Customer 0098377 Totals:,,,,60.00,0.00,60.00,,, 60.00 ,,
0098378 John Whitney,,,,,,,,,,,
0887148-IN,10/2/2025,11/10/2025,1/0/1900,452.00,0.00,140.00,INV,10/1/2025, 452.00 ,,
,,,,,,,PAY,10/6/2025, (312.00),12264,10/6/2025
H77954I-IN,10/7/2025,11/10/2025,1/0/1900,62.97,0.00,62.97,INV,10/12/2025, 62.97 ,,
H77955P-IN,10/7/2025,11/10/2025,1/0/1900,50.00-,0.00,27.60-,INV,10/12/2025, (50.00),,
,,,,,,,PAY,10/14/2025, 22.40 ,H77955P,10/14/2025
H78246I-IN,10/10/2025,11/10/2025,1/0/1900,4.29,0.00,4.29,INV,10/12/2025, 4.29 ,,
Customer 0098378 Totals:,,,,469.26,0.00,179.66,,, 179.66 ,,
0098379 Cody White,,,,,,,,,,,
S342804-IN,9/8/2025,10/10/2025,1/0/1900,646.12,0.00,646.12,INV,9/9/2025, 646.12 ,,
Customer 0098379 Totals:,,,,646.12,0.00,646.12,,, 646.12 ,,
0098381 Peggy E Whitford,,,,,,*** On Credit Hold ***,,,,,
AUG1063-FC,8/31/2025,8/31/2025,1/0/1900,5.37,0.00,5.37,F/C,8/31/2025, 5.37 ,,
JUL0869-FC,7/31/2025,7/31/2025,1/0/1900,5.37,0.00,5.37,F/C,7/31/2025, 5.37 ,,
JUN0889-FC,6/30/2025,6/30/2025,1/0/1900,5.37,0.00,5.37,F/C,6/30/2025, 5.37 ,,
MAY0958-FC,5/31/2025,5/31/2025,1/0/1900,1.73,0.00,1.73,F/C,5/31/2025, 1.73 ,,
S329382-IN,5/1/2025,6/10/2025,1/0/1900,390.78,0.00,240.04,INV,5/14/2025, 390.78 ,,
,,,,,,,PAY,9/22/2025, (150.74),483,9/22/2025
SEP1096-FC,9/30/2025,9/30/2025,1/0/1900,3.00,0.00,3.00,F/C,9/30/2025, 3.00 ,,
Customer 0098381 Totals:,,,,411.62,0.00,260.88,,, 260.88 ,,
0098382 Roy & Nikki Whitford,,,,,,*** Credit Limit Exceeded ***,,,,,
JUL0870-FC,7/31/2025,7/31/2025,1/0/1900,19.04,0.00,19.04,F/C,7/31/2025, 19.04 ,,
S346232-IN,10/14/2025,10/17/2025,1/0/1900,571.65,0.00,571.65,INV,10/15/2025, 571.65 ,,
Customer 0098382 Totals:,,,,590.69,0.00,590.69,,, 590.69 ,,
0098387 Lance Wickum,,,,,,*** On Credit Hold ***,,,,,
0868693-IN,7/22/2025,8/10/2025,1/0/1900,"1,240.00",0.00,"1,240.00",INV,7/22/2025," 1,240.00 ",,
0871177-IN,7/31/2025,8/10/2025,1/0/1900,"12,681.02",0.00,"12,681.02",INV,7/30/2025," 12,681.02 ",,
0877287-IN,8/23/2025,9/10/2025,1/0/1900,95.00,0.00,95.00,INV,8/23/2025, 95.00 ,,
0880093-IN,9/3/2025,10/10/2025,1/0/1900,656.29,0.00,656.29,INV,9/3/2025, 656.29 ,,
AUG1064-FC,8/31/2025,8/31/2025,1/0/1900,174.01,0.00,174.01,F/C,8/31/2025, 174.01 ,,
H74661I-IN,8/27/2025,9/10/2025,1/0/1900,6.99,0.00,6.99,INV,8/31/2025, 6.99 ,,
S339912-IN,8/26/2025,9/10/2025,1/0/1900,232.00,0.00,232.00,INV,8/26/2025, 232.00 ,,
SEP1097-FC,9/30/2025,9/30/2025,1/0/1900,178.19,0.00,178.19,F/C,9/30/2025, 178.19 ,,
Customer 0098387 Totals:,,,,"15,263.50",0.00,"15,263.50",,," 15,263.50 ",,
0098388 Margaret Whitegrass,,,,,,,,,,,
0041625-PP,4/16/2025,4/16/2025,1/0/1900,150.00-,0.00,79.16-,PRE,4/16/2025, (150.00),,4/16/2025
,,,,,,,PAY,6/30/2025, 70.84 ,APPLY0625,6/30/2025
0050125-PP,5/1/2025,5/1/2025,1/0/1900,150.00-,0.00,150.00-,PRE,5/1/2025, (150.00),,5/1/2025
0052125-PP,5/21/2025,5/21/2025,1/0/1900,150.00-,0.00,150.00-,PRE,5/21/2025, (150.00),,5/21/2025
0060425-PP,6/4/2025,6/4/2025,1/0/1900,150.00-,0.00,150.00-,PRE,6/4/2025, (150.00),,6/4/2025
0061825-PP,6/18/2025,6/18/2025,1/0/1900,150.00-,0.00,150.00-,PRE,6/18/2025, (150.00),,6/18/2025
0070225-PP,7/2/2025,7/2/2025,1/0/1900,150.00-,0.00,150.00-,PRE,7/2/2025, (150.00),,7/2/2025
Customer 0098388 Totals:,,,,900.00-,0.00,829.16-,,, (829.16),,
0098389 Richard & Brittane Widhalm,,,,,,,,,,,
CL49133-IN,9/30/2025,10/10/2025,1/0/1900,445.24,0.00,445.24,INV,9/30/2025, 445.24 ,,
H77077I-IN,9/27/2025,10/10/2025,1/0/1900,56.99,0.00,56.99,INV,9/28/2025, 56.99 ,,
H78139I-IN,10/9/2025,11/10/2025,1/0/1900,280.00,0.00,280.00,INV,10/12/2025, 280.00 ,,
Customer 0098389 Totals:,,,,782.23,0.00,782.23,,, 782.23 ,,
"0098393 Wiegand Farms, Inc.",,,,,,,,,,,
H75554I-IN,9/7/2025,10/10/2025,1/0/1900,165.17,0.00,165.17,INV,9/7/2025, 165.17 ,,
Customer 0098393 Totals:,,,,165.17,0.00,165.17,,, 165.17 ,,
0098394 John Widhalm,,,,,,,,,,,
H77450I-IN,10/1/2025,11/10/2025,1/0/1900,43.79,0.00,43.79,INV,10/5/2025, 43.79 ,,
H77452R-IN,10/1/2025,11/10/2025,1/0/1900,43.79-,0.00,43.79-,INV,10/5/2025, (43.79),,
Customer 0098394 Totals:,,,,0.00,0.00,0.00,,, -   ,,
0098396 Widhalm Bros.,,,,,,,,,,,
H77657I-IN,10/3/2025,11/10/2025,1/0/1900,12.92,0.00,12.92,INV,10/5/2025, 12.92 ,,
Customer 0098396 Totals:,,,,12.92,0.00,12.92,,, 12.92 ,,
0098397 Keith Widhalm,,,,,,,,,,,
H76186I-IN,9/15/2025,10/10/2025,1/0/1900,96.00,0.00,96.00,INV,9/21/2025, 96.00 ,,
H77384I-IN,9/30/2025,10/10/2025,1/0/1900,64.00,0.00,64.00,INV,9/30/2025, 64.00 ,,
Customer 0098397 Totals:,,,,160.00,0.00,160.00,,, 160.00 ,,
0098398 Wiegand Family Wheat Farm,,,,,,,,,,,
0888402-IN,10/8/2025,11/10/2025,1/0/1900,380.00,0.00,380.00,INV,10/8/2025, 380.00 ,,
Customer 0098398 Totals:,,,,380.00,0.00,380.00,,, 380.00 ,,
"0098400 William W Wiegand, Jr.",,,,,,,,,,,
H78059I-IN,10/8/2025,11/10/2025,1/0/1900,26.78,0.00,26.78,INV,10/12/2025, 26.78 ,,
Customer 0098400 Totals:,,,,26.78,0.00,26.78,,, 26.78 ,,
0098402 Ralph Widhalm,,,,,,,,,,,
AUG1066-FC,8/31/2025,8/31/2025,1/0/1900,0.82,0.00,0.82,F/C,8/31/2025, 0.82 ,,
H75981I-IN,9/12/2025,10/10/2025,1/0/1900,2.30,0.00,2.30,INV,9/14/2025, 2.30 ,,
Customer 0098402 Totals:,,,,3.12,0.00,3.12,,, 3.12 ,,
0098404 Mark Wigen,,,,,,,,,,,
0082725-PP,8/27/2025,8/27/2025,1/0/1900,29.93-,0.00,17.57-,PRE,8/27/2025, (29.93),1864,8/27/2025
,,,,,,,PAY,9/30/2025, 12.36 ,0925APPLY,9/30/2025
H77237I-IN,9/29/2025,10/10/2025,1/0/1900,18.99,0.00,18.99,INV,9/30/2025, 18.99 ,,
Customer 0098404 Totals:,,,,10.94-,0.00,1.42,,, 1.42 ,,
0098405 Ross Williams,,,,,,,,,,,
0880180-IN,9/1/2025,10/10/2025,1/0/1900,132.20,0.00,132.20,INV,9/4/2025, 132.20 ,,
0886898-IN,10/3/2025,11/10/2025,1/0/1900,328.30,0.00,328.30,INV,10/6/2025, 328.30 ,,
0887249-IN,10/3/2025,11/10/2025,1/0/1900,"1,284.00",0.00,"1,284.00",INV,10/6/2025," 1,284.00 ",,
W260630-IN,9/4/2025,10/10/2025,1/0/1900,186.00,0.00,186.00,INV,9/8/2025, 186.00 ,,
W261663-IN,9/16/2025,10/10/2025,1/0/1900,"2,202.60",0.00,"2,202.60",INV,9/19/2025," 2,202.60 ",,
W265039-IN,10/6/2025,11/10/2025,1/0/1900,581.60,0.00,581.60,INV,10/7/2025, 581.60 ,,
W265367-IN,10/9/2025,11/10/2025,1/0/1900,183.56,0.00,183.56,INV,10/13/2025, 183.56 ,,
Customer 0098405 Totals:,,,,"4,898.26",0.00,"4,898.26",,," 4,898.26 ",,
0098406 Justin & Skye Hegyes,,,,,,,,,,,
0020325-PP,2/3/2025,2/3/2025,1/0/1900,439.17-,0.00,392.16-,PRE,2/3/2025, (439.17),,2/3/2025
,,,,,,,PAY,2/27/2025, 2.01 ,0225APPLY,2/27/2025
,,,,,,,PAY,6/20/2025, 45.00 ,APPLY0625,6/20/2025
Customer 0098406 Totals:,,,,439.17-,0.00,392.16-,,, (392.16),,
0098407 Sterling & Ashley Williams,,,,,,,,,,,
S346110-IN,10/17/2025,11/10/2025,1/0/1900,292.50,0.00,292.50,INV,10/20/2025, 292.50 ,,
Customer 0098407 Totals:,,,,292.50,0.00,292.50,,, 292.50 ,,
0098408 Jonathan Wilson,,,,,,,,,,,
S343947-IN,9/17/2025,10/10/2025,1/0/1900,225.30,0.00,225.30,INV,9/18/2025, 225.30 ,,
S343951-IN,9/17/2025,10/10/2025,1/0/1900,525.00,0.00,525.00,INV,9/18/2025, 525.00 ,,
Customer 0098408 Totals:,,,,750.30,0.00,750.30,,, 750.30 ,,
"0098411 Robert Winkowitsch, Jr.",,,,,,,,,,,
0884123-IN,9/19/2025,10/10/2025,1/0/1900,57.00,0.00,57.00,INV,9/22/2025, 57.00 ,,
0886704-IN,10/3/2025,11/10/2025,1/0/1900,14.50,0.00,14.50,INV,10/6/2025, 14.50 ,,
CL49139-IN,9/30/2025,10/10/2025,1/0/1900,757.76,0.00,757.76,INV,9/30/2025, 757.76 ,,
W265019-IN,10/6/2025,11/10/2025,1/0/1900,36.80,0.00,36.80,INV,10/7/2025, 36.80 ,,
W265262-IN,10/8/2025,11/10/2025,1/0/1900,99.00,0.00,99.00,INV,10/10/2025, 99.00 ,,
Customer 0098411 Totals:,,,,965.06,0.00,965.06,,, 965.06 ,,
0098414 Jonathan Wipf,,,,,,,,,,,
0033125-PP,3/31/2025,3/31/2025,1/0/1900,143.65-,0.00,55.27-,PRE,3/31/2025, (143.65),,3/31/2025
,,,,,,,PAY,9/30/2025, 88.38 ,0925APPLY,9/30/2025
Customer 0098414 Totals:,,,,143.65-,0.00,55.27-,,, (55.27),,
0098415 Llona Wippert,,,,,,,,,,,
0072425-PP,7/24/2025,7/24/2025,1/0/1900,12.58-,0.00,12.58-,PRE,7/24/2025, (12.58),MO072425,7/24/2025
092225A-PP,9/22/2025,9/22/2025,1/0/1900,200.00-,0.00,200.00-,PRE,9/22/2025, (200.00),MO092225A,9/22/2025
092225B-PP,9/22/2025,9/22/2025,1/0/1900,200.00-,0.00,200.00-,PRE,9/22/2025, (200.00),MO092225B,9/22/2025
S067351-IN,10/6/2025,11/10/2025,1/0/1900,399.30,0.00,399.30,INV,10/7/2025, 399.30 ,,
Customer 0098415 Totals:,,,,13.28-,0.00,13.28-,,, (13.28),,
0098418 Wolfe Brothers,,,,,,,,,,,
0884527-IN,9/22/2025,10/10/2025,1/0/1900,224.38,0.00,224.38,INV,9/22/2025, 224.38 ,,
0889495-IN,10/10/2025,11/10/2025,1/0/1900,"1,913.50",0.00,"1,913.50",INV,10/10/2025," 1,913.50 ",,
CL49141-IN,9/30/2025,10/10/2025,1/0/1900,177.51,0.00,177.51,INV,9/30/2025, 177.51 ,,
H76941I-IN,9/25/2025,10/10/2025,1/0/1900,66.06,0.00,66.06,INV,9/28/2025, 66.06 ,,
H77027I-IN,9/26/2025,10/10/2025,1/0/1900,36.58,0.00,36.58,INV,9/28/2025, 36.58 ,,
H77164I-IN,9/28/2025,10/10/2025,1/0/1900,11.66,0.00,11.66,INV,9/28/2025, 11.66 ,,
H77300I-IN,9/30/2025,10/10/2025,1/0/1900,69.07,0.00,69.07,INV,9/30/2025, 69.07 ,,
H77365I-IN,9/30/2025,10/10/2025,1/0/1900,19.06,0.00,19.06,INV,9/30/2025, 19.06 ,,
S345142-IN,10/8/2025,11/10/2025,1/0/1900,725.00,0.00,725.00,INV,10/14/2025, 725.00 ,,
W265701-IN,10/13/2025,11/10/2025,1/0/1900,80.00,0.00,80.00,INV,10/14/2025, 80.00 ,,
Customer 0098418 Totals:,,,,"3,322.82",0.00,"3,322.82",,," 3,322.82 ",,
0098421 Dave Wollan,,,,,,,,,,,
W265731-IN,10/13/2025,11/10/2025,1/0/1900,60.00,0.00,60.00,INV,10/14/2025, 60.00 ,,
Customer 0098421 Totals:,,,,60.00,0.00,60.00,,, 60.00 ,,
0098427 Keisha Wood,,,,,,,,,,,
PB0925-PP,9/2/2025,9/2/2025,1/0/1900,"2,465.00-",0.00,"2,465.00-",PRE,9/2/2025," (2,465.00)",,9/2/2025
Customer 0098427 Totals:,,,,"2,465.00-",0.00,"2,465.00-",,," (2,465.00)",,
0098437 Jody L Crowe,,,,,,,,,,,
0030724-PP,3/31/2024,3/31/2024,1/0/1900,23.01-,0.00,23.01-,PRE,3/31/2024, (23.01),33124APPLY,3/31/2024
Customer 0098437 Totals:,,,,23.01-,0.00,23.01-,,, (23.01),,
0098438 Ronald A Bird,,,,,,*** Credit Limit Exceeded ***,,,,,
PP0717-PP,7/17/2025,7/17/2025,1/0/1900,261.20-,0.00,258.21-,PRE,7/17/2025, (261.20),1310794,7/17/2025
,,,,,,,PAY,8/29/2025, 2.99 ,0825APPLY,8/29/2025
PP0926-PP,9/26/2025,9/26/2025,1/0/1900,200.00-,0.00,500.00-,PRE,9/26/2025, (200.00),,9/26/2025
,,,,,,,PAY,9/26/2025, (300.00),CCP,9/26/2025
S344719-IN,10/3/2025,10/3/2025,1/0/1900,500.55,0.00,500.55,INV,10/6/2025, 500.55 ,,
Customer 0098438 Totals:,,,,39.35,0.00,257.66-,,, (257.66),,
0098442 Logman Furniture,,,,,,,,,,,
0092624-PP,9/26/2024,9/26/2024,1/0/1900,"2,000.00-",0.00,"1,026.42-",PRE,9/26/2024," (2,000.00)",,9/26/2024
,,,,,,,PAY,3/28/2025, 973.58 ,0325APPLY,3/28/2025
PB1025-PP,10/6/2025,10/6/2025,1/0/1900,"2,000.00-",0.00,"2,000.00-",PRE,10/6/2025," (2,000.00)",,10/6/2025
S346625-IN,10/17/2025,11/10/2025,1/0/1900,421.54,0.00,421.54,INV,10/20/2025, 421.54 ,,
S346626-IN,10/17/2025,11/10/2025,1/0/1900,420.84,0.00,420.84,INV,10/20/2025, 420.84 ,,
Customer 0098442 Totals:,,,,"3,157.62-",0.00,"2,184.04-",,," (2,184.04)",,
0098445 Ken Morrison,,,,,,*** Credit Limit Exceeded ***,,,,,
0021624-PP,2/22/2024,2/22/2024,1/0/1900,560.00-,0.00,486.21-,PRE,2/22/2024, (560.00),022224ADJ,2/22/2024
,,,,,,,PAY,12/19/2024, 73.79 ,1224APPLY,12/19/2024
0101524-PP,10/15/2024,10/15/2024,1/0/1900,"1,400.00-",0.00,910.00-,PRE,10/15/2024," (1,400.00)",6039,10/15/2024
,,,,,,,PAY,2/25/2025, 490.00 ,0225APPLY,2/25/2025
W265732-IN,10/13/2025,10/13/2025,1/0/1900,60.00,0.00,60.00,INV,10/14/2025, 60.00 ,,
Customer 0098445 Totals:,,,,"1,900.00-",0.00,"1,336.21-",,," (1,336.21)",,
0098446 Guy Smith,,,,,,,,,,,
0091523-PP,9/15/2023,9/15/2023,1/0/1900,"1,000.00-",0.00,480.06-,PRE,9/15/2023," (1,000.00)",232,9/15/2023
,,,,,,,PAY,4/22/2025, 519.94 ,0425APPLY,4/22/2025
S327430-IN,4/9/2025,4/9/2025,1/0/1900,"1,140.75",0.00,321.75-,INV,4/9/2025," 1,140.75 ",,
,,,,,,,PAY,4/22/2025," (1,140.75)",0425APPLY,4/22/2025
,,,,,,,C/M,5/6/2025," (1,140.75)",Reference: S32743C,
,,,,,,,D/M,5/6/2025, 819.00 ,Reference: S32743R,
Customer 0098446 Totals:,,,,140.75,0.00,801.81-,,, (801.81),,
0098447 Carl Sundquist,,,,,,,,,,,
0886262-IN,9/26/2025,10/10/2025,1/0/1900,"3,237.40",0.00,"3,237.40",INV,9/26/2025," 3,237.40 ",,
CL49144-IN,9/30/2025,10/10/2025,1/0/1900,"1,191.32",0.00,"1,191.32",INV,9/30/2025," 1,191.32 ",,
PP0912-PP,9/12/2025,9/12/2025,1/0/1900,237.50-,0.00,237.50-,PRE,9/12/2025, (237.50),3107,9/12/2025
Customer 0098447 Totals:,,,,"4,191.22",0.00,"4,191.22",,," 4,191.22 ",,
"0098448 Tom Wood Farms, Inc.",,,,,,,,,,,
0061125-PP,6/11/2025,6/11/2025,1/0/1900,90.59-,0.00,90.59-,PRE,6/11/2025, (90.59),1183,6/11/2025
PB92925-PP,9/29/2025,9/29/2025,1/0/1900,"4,500.00-",0.00,"4,500.00-",PRE,9/29/2025," (4,500.00)",1238,9/29/2025
Customer 0098448 Totals:,,,,"4,590.59-",0.00,"4,590.59-",,," (4,590.59)",,
0098450 Sam Aimsback,,,,,,*** On Credit Hold ***,,,,,
AUG1068-FC,8/31/2025,8/31/2025,1/0/1900,2.38,0.00,2.38,F/C,8/31/2025, 2.38 ,,
S335335-IN,7/16/2025,8/10/2025,1/0/1900,238.38,0.00,190.76,INV,7/18/2025, 238.38 ,,
,,,,,,,PAY,9/25/2025, (47.62),APPLY0925,9/25/2025
SEP1098-FC,9/30/2025,9/30/2025,1/0/1900,2.38,0.00,2.38,F/C,9/30/2025, 2.38 ,,
Customer 0098450 Totals:,,,,243.14,0.00,195.52,,, 195.52 ,,
0098451 George Aimsback,,,,,,,,,,,
0000822-PP,8/22/2025,8/22/2025,1/0/1900,100.00-,0.00,100.00-,PRE,8/22/2025, (100.00),,8/22/2025
0000903-PP,9/3/2025,9/3/2025,1/0/1900,100.00-,0.00,100.00-,PRE,9/3/2025, (100.00),,9/3/2025
0801CC-PP,8/1/2025,8/1/2025,1/0/1900,100.00-,0.00,100.00-,PRE,8/1/2025, (100.00),,8/1/2025
1004CC-PP,10/6/2025,10/6/2025,1/0/1900,100.00-,0.00,100.00-,PRE,10/6/2025, (100.00),,10/6/2025
Customer 0098451 Totals:,,,,400.00-,0.00,400.00-,,, (400.00),,
0098453 Danielle Antelope,,,,,,*** On Credit Hold ***,,,,,
APR0981-FC,4/30/2025,4/30/2025,1/0/1900,6.32,0.00,6.32,F/C,4/30/2025, 6.32 ,,
AUG1069-FC,8/31/2025,8/31/2025,1/0/1900,6.32,0.00,6.32,F/C,8/31/2025, 6.32 ,,
FEB1132-FC,2/28/2025,2/28/2025,1/0/1900,2.55,0.00,2.55,F/C,2/28/2025, 2.55 ,,
JAN1080-FC,1/31/2025,1/31/2025,1/0/1900,2.55,0.00,2.55,F/C,1/31/2025, 2.55 ,,
JUL0874-FC,7/31/2025,7/31/2025,1/0/1900,6.32,0.00,6.32,F/C,7/31/2025, 6.32 ,,
JUN0896-FC,6/30/2025,6/30/2025,1/0/1900,6.32,0.00,6.32,F/C,6/30/2025, 6.32 ,,
MAR1087-FC,3/31/2025,3/31/2025,1/0/1900,2.55,0.00,2.55,F/C,3/31/2025, 2.55 ,,
MAY0964-FC,5/31/2025,5/31/2025,1/0/1900,6.32,0.00,6.32,F/C,5/31/2025, 6.32 ,,
S311350-IN,12/12/2024,1/10/2025,1/0/1900,204.34,0.00,204.34,INV,12/18/2024, 204.34 ,,
S325324-IN,3/19/2025,4/10/2025,1/0/1900,301.60,0.00,301.60,INV,3/24/2025, 301.60 ,,
SEP1099-FC,9/30/2025,9/30/2025,1/0/1900,6.32,0.00,6.32,F/C,9/30/2025, 6.32 ,,
Customer 0098453 Totals:,,,,551.51,0.00,551.51,,, 551.51 ,,
0098454 Rick Arcand,,,,,,,,,,,
FA0224-PP,2/7/2024,2/7/2024,1/0/1900,919.00-,0.00,919.00-,PRE,2/7/2024, (919.00),0002398958,2/7/2024
FM0323-PP,10/16/2023,10/16/2023,1/0/1900,500.00-,0.00,500.00-,PRE,10/16/2023, (500.00),101623ADJ,10/16/2023
Customer 0098454 Totals:,,,,"1,419.00-",0.00,"1,419.00-",,," (1,419.00)",,
0098455 Jeanne Arrowtopknot,,,,,,,,,,,
CASH25-PP,8/14/2025,8/14/2025,1/0/1900,148.34-,0.00,148.34-,PRE,8/14/2025, (148.34),ADJ081425,8/14/2025
FM0425-PP,4/28/2025,4/28/2025,1/0/1900,"2,267.00-",0.00,50.00-,PRE,4/28/2025," (2,267.00)",0030261369,4/28/2025
,,,,,,,PAY,4/29/2025, 226.00 ,APPLY0425,4/29/2025
,,,,,,,PAY,6/25/2025, 5.66 ,0625APPLY,6/25/2025
,,,,,,,PAY,8/14/2025, 148.34 ,ADJ081425,8/14/2025
,,,,,,,PAY,8/15/2025," 1,837.00 ",RFD081525,8/15/2025
Customer 0098455 Totals:,,,,"2,415.34-",0.00,198.34-,,, (198.34),,
0098456 Beth Augare,,,,,,,,,,,
S341722-IN,8/26/2025,9/10/2025,1/0/1900,471.54,0.00,371.54,INV,8/27/2025, 471.54 ,,
,,,,,,,PAY,10/16/2025, (100.00),CCP,10/16/2025
S341723-IN,8/26/2025,9/10/2025,1/0/1900,363.50,0.00,363.50,INV,8/27/2025, 363.50 ,,
SEP1100-FC,9/30/2025,9/30/2025,1/0/1900,10.44,0.00,10.44,F/C,9/30/2025, 10.44 ,,
Customer 0098456 Totals:,,,,845.48,0.00,745.48,,, 745.48 ,,
0098457 Thelma Bear Medicine,,,,,,,,,,,
PP0701-PP,7/14/2025,7/14/2025,1/0/1900,11.64-,0.00,11.64-,PRE,7/14/2025, (11.64),CASH,7/14/2025
Customer 0098457 Totals:,,,,11.64-,0.00,11.64-,,, (11.64),,
0098460 Shaundel Calf Boss Ribs,,,,,,,,,,,
0101025-PP,10/10/2025,10/10/2025,1/0/1900,500.00-,0.00,500.00-,PRE,10/10/2025, (500.00),CASH,10/10/2025
S346118-IN,10/14/2025,11/10/2025,1/0/1900,376.50,0.00,376.50,INV,10/15/2025, 376.50 ,,
W261209-IN,9/12/2025,10/10/2025,1/0/1900,90.00,0.00,90.00,INV,9/12/2025, 90.00 ,,
Customer 0098460 Totals:,,,,33.50-,0.00,33.50-,,, (33.50),,
0098461 April Calf Boss Ribs,,,,,,,,,,,
0000123-PP,1/22/2025,1/22/2025,1/0/1900,180.40-,0.00,167.67-,PRE,1/22/2025, (180.40),CLEANUP,1/22/2025
,,,,,,,PAY,9/25/2025, 12.73 ,APPLY0925,9/25/2025
Customer 0098461 Totals:,,,,180.40-,0.00,167.67-,,, (167.67),,
0098463 Delwin Calf Looking,,,,,,,,,,,
FA0323-PP,11/7/2023,11/7/2023,1/0/1900,"1,069.01-",0.00,"1,069.01-",PRE,11/7/2023," (1,069.01)",110723ADJ,11/7/2023
